ref	rel	RELATION
225374	134423	IDENTICAL
225374	225373	IDENTICAL
225374	210749	IDENTICAL
225374	225375	IDENTICAL
225374	226643	IDENTICAL
225374	210746	IDENTICAL
225374	210747	IDENTICAL
225373	210748	IDENTICAL
225373	134423	IDENTICAL
225373	225374	IDENTICAL
225373	210749	IDENTICAL
225373	225375	IDENTICAL
225373	226643	IDENTICAL
225373	210746	IDENTICAL
225373	210747	IDENTICAL
210749	210748	IDENTICAL
210749	134423	IDENTICAL
210749	225374	IDENTICAL
210749	225373	IDENTICAL
210749	225375	IDENTICAL
210749	226643	IDENTICAL
210749	210746	IDENTICAL
210749	210747	IDENTICAL
225375	210748	IDENTICAL
225375	134423	IDENTICAL
225375	225374	IDENTICAL
225375	225373	IDENTICAL
225375	210749	IDENTICAL
225375	226643	IDENTICAL
225375	210746	IDENTICAL
225375	210747	IDENTICAL
226643	210748	IDENTICAL
226643	134423	IDENTICAL
226643	225374	IDENTICAL
226643	225373	IDENTICAL
226643	210749	IDENTICAL
226643	225375	IDENTICAL
226643	210746	IDENTICAL
226643	210747	IDENTICAL
210746	210748	IDENTICAL
210746	134423	IDENTICAL
210746	225374	IDENTICAL
210746	225373	IDENTICAL
210746	210749	IDENTICAL
210746	225375	IDENTICAL
210746	226643	IDENTICAL
210746	210747	IDENTICAL
210747	210748	IDENTICAL
210747	134423	IDENTICAL
210747	225374	IDENTICAL
210747	225373	IDENTICAL
210747	210749	IDENTICAL
210747	225375	IDENTICAL
210747	226643	IDENTICAL
210747	210746	IDENTICAL
164668	136953	IDENTICAL
136953	164668	IDENTICAL
164752	665296	IDENTICAL
665296	164752	IDENTICAL
164796	43805	IDENTICAL
43805	164796	IDENTICAL
165056	129538	IDENTICAL
165056	165097	IDENTICAL
129538	165056	IDENTICAL
129538	165097	IDENTICAL
165097	165056	IDENTICAL
165097	129538	IDENTICAL
181688	2576109	IDENTICAL
2576109	181688	IDENTICAL
182016	37016	IDENTICAL
37016	182016	IDENTICAL
182336	241719	IDENTICAL
241719	182336	IDENTICAL
182380	225983	IDENTICAL
182380	267174	IDENTICAL
225983	182380	IDENTICAL
225983	267174	IDENTICAL
267174	182380	IDENTICAL
267174	225983	IDENTICAL
196504	300244	IDENTICAL
196504	128429	IDENTICAL
300244	196504	IDENTICAL
300244	128429	IDENTICAL
128429	196504	IDENTICAL
128429	300244	IDENTICAL
196656	107884	IDENTICAL
107884	196656	IDENTICAL
196684	279625	IDENTICAL
279625	196684	IDENTICAL
196724	110217	IDENTICAL
110217	196724	IDENTICAL
197000	261162	IDENTICAL
197000	184065	IDENTICAL
261162	197000	IDENTICAL
261162	184065	IDENTICAL
184065	197000	IDENTICAL
184065	261162	IDENTICAL
197176	195204	IDENTICAL
195204	197176	IDENTICAL
197212	320013	IDENTICAL
320013	197212	IDENTICAL
210824	210345	IDENTICAL
210345	210824	IDENTICAL
210892	159691	IDENTICAL
159691	210892	IDENTICAL
211640	211151	IDENTICAL
211151	211640	IDENTICAL
167332	167157	IDENTICAL
167332	619200	IDENTICAL
167157	167332	IDENTICAL
167157	619200	IDENTICAL
619200	167332	IDENTICAL
619200	167157	IDENTICAL
167500	120580	IDENTICAL
120580	167500	IDENTICAL
167512	167996	IDENTICAL
167996	167512	IDENTICAL
167520	167450	IDENTICAL
167520	167971	IDENTICAL
167450	167520	IDENTICAL
167450	167971	IDENTICAL
167971	167520	IDENTICAL
167971	167450	IDENTICAL
167780	220305	IDENTICAL
167780	220304	IDENTICAL
220305	167780	IDENTICAL
220305	220304	IDENTICAL
220304	167780	IDENTICAL
220304	220305	IDENTICAL
167904	117123	IDENTICAL
117123	167904	IDENTICAL
182800	150584	IDENTICAL
150584	182800	IDENTICAL
182844	77563	IDENTICAL
77563	182844	IDENTICAL
183288	202931	IDENTICAL
202931	183288	IDENTICAL
183384	235635	IDENTICAL
235635	183384	IDENTICAL
183440	183456	IDENTICAL
183440	183441	IDENTICAL
183440	183455	IDENTICAL
183456	183440	IDENTICAL
183456	183441	IDENTICAL
183456	183455	IDENTICAL
183441	183440	IDENTICAL
183441	183456	IDENTICAL
183441	183455	IDENTICAL
183455	183440	IDENTICAL
183455	183456	IDENTICAL
183455	183441	IDENTICAL
183604	227254	IDENTICAL
227254	183604	IDENTICAL
183668	183667	IDENTICAL
183668	183669	IDENTICAL
183667	183668	IDENTICAL
183667	183669	IDENTICAL
183669	183668	IDENTICAL
183669	183667	IDENTICAL
183792	197149	IDENTICAL
197149	183792	IDENTICAL
197816	265178	IDENTICAL
265178	197816	IDENTICAL
212116	92433	IDENTICAL
92433	212116	IDENTICAL
212188	212122	IDENTICAL
212122	212188	IDENTICAL
212304	212065	IDENTICAL
212065	212304	IDENTICAL
212512	154852	IDENTICAL
154852	212512	IDENTICAL
212532	26154	IDENTICAL
212532	400230	IDENTICAL
212532	755867	IDENTICAL
26154	212532	IDENTICAL
26154	400230	IDENTICAL
26154	755867	IDENTICAL
400230	212532	IDENTICAL
400230	26154	IDENTICAL
400230	755867	IDENTICAL
755867	212532	IDENTICAL
755867	26154	IDENTICAL
755867	400230	IDENTICAL
212548	212547	IDENTICAL
212548	212546	IDENTICAL
212547	212548	IDENTICAL
212547	212546	IDENTICAL
212546	212548	IDENTICAL
212546	212547	IDENTICAL
212612	227577	IDENTICAL
227577	212612	IDENTICAL
212724	283620	IDENTICAL
212724	212722	IDENTICAL
212724	103037	IDENTICAL
212724	226695	IDENTICAL
283620	212724	IDENTICAL
283620	212722	IDENTICAL
283620	103037	IDENTICAL
283620	226695	IDENTICAL
212722	212724	IDENTICAL
212722	283620	IDENTICAL
212722	103037	IDENTICAL
212722	226695	IDENTICAL
103037	212724	IDENTICAL
103037	283620	IDENTICAL
103037	212722	IDENTICAL
103037	226695	IDENTICAL
226695	212724	IDENTICAL
226695	283620	IDENTICAL
226695	212722	IDENTICAL
226695	103037	IDENTICAL
165560	196514	IDENTICAL
196514	165560	IDENTICAL
165616	26212	IDENTICAL
26212	165616	IDENTICAL
165772	620157	IDENTICAL
620157	165772	IDENTICAL
166124	153859	IDENTICAL
153859	166124	IDENTICAL
166148	155945	IDENTICAL
166148	166537	IDENTICAL
155945	166148	IDENTICAL
155945	166537	IDENTICAL
166537	166148	IDENTICAL
166537	155945	IDENTICAL
166520	641569	IDENTICAL
641569	166520	IDENTICAL
184040	59077	IDENTICAL
59077	184040	IDENTICAL
184680	275741	IDENTICAL
275741	184680	IDENTICAL
184856	184855	IDENTICAL
184856	184857	IDENTICAL
184855	184856	IDENTICAL
184855	184857	IDENTICAL
184857	184856	IDENTICAL
184857	184855	IDENTICAL
199336	89918	IDENTICAL
89918	199336	IDENTICAL
213300	213299	IDENTICAL
213299	213300	IDENTICAL
213436	226258	IDENTICAL
213436	2561012	IDENTICAL
226258	213436	IDENTICAL
226258	2561012	IDENTICAL
2561012	213436	IDENTICAL
2561012	226258	IDENTICAL
213976	208290	IDENTICAL
208290	213976	IDENTICAL
167908	74619	IDENTICAL
74619	167908	IDENTICAL
167956	167462	IDENTICAL
167956	408796	IDENTICAL
167462	167956	IDENTICAL
167462	408796	IDENTICAL
408796	167956	IDENTICAL
408796	167462	IDENTICAL
168636	169083	IDENTICAL
169083	168636	IDENTICAL
168792	247538	IDENTICAL
247538	168792	IDENTICAL
168860	168861	IDENTICAL
168861	168860	IDENTICAL
186044	160822	IDENTICAL
160822	186044	IDENTICAL
200080	110895	IDENTICAL
200080	264178	IDENTICAL
110895	200080	IDENTICAL
110895	264178	IDENTICAL
264178	200080	IDENTICAL
264178	110895	IDENTICAL
200304	266373	IDENTICAL
200304	2567772	IDENTICAL
200304	243944	IDENTICAL
266373	200304	IDENTICAL
266373	2567772	IDENTICAL
266373	243944	IDENTICAL
2567772	200304	IDENTICAL
2567772	266373	IDENTICAL
2567772	243944	IDENTICAL
243944	200304	IDENTICAL
243944	266373	IDENTICAL
243944	2567772	IDENTICAL
200548	210795	IDENTICAL
210795	200548	IDENTICAL
214600	179062	IDENTICAL
214600	41050	IDENTICAL
179062	214600	IDENTICAL
179062	41050	IDENTICAL
41050	214600	IDENTICAL
41050	179062	IDENTICAL
214660	192477	IDENTICAL
192477	214660	IDENTICAL
214944	212660	IDENTICAL
212660	214944	IDENTICAL
215156	154847	IDENTICAL
154847	215156	IDENTICAL
215164	229402	IDENTICAL
229402	215164	IDENTICAL
215256	210594	IDENTICAL
210594	215256	IDENTICAL
215304	52617	IDENTICAL
52617	215304	IDENTICAL
169268	250525	IDENTICAL
250525	169268	IDENTICAL
169432	113809	IDENTICAL
113809	169432	IDENTICAL
169464	169462	IDENTICAL
169464	250834	IDENTICAL
169462	169464	IDENTICAL
169462	250834	IDENTICAL
250834	169464	IDENTICAL
250834	169462	IDENTICAL
169492	172161	IDENTICAL
172161	169492	IDENTICAL
169796	52910	IDENTICAL
169796	168671	IDENTICAL
52910	169796	IDENTICAL
52910	168671	IDENTICAL
168671	169796	IDENTICAL
168671	52910	IDENTICAL
169848	169843	IDENTICAL
169848	169842	IDENTICAL
169843	169848	IDENTICAL
169843	169842	IDENTICAL
169842	169848	IDENTICAL
169842	169843	IDENTICAL
169868	759278	IDENTICAL
759278	169868	IDENTICAL
169900	78206	IDENTICAL
169900	173379	IDENTICAL
169900	758414	IDENTICAL
169900	76363	IDENTICAL
78206	169900	IDENTICAL
78206	173379	IDENTICAL
78206	758414	IDENTICAL
78206	76363	IDENTICAL
173379	169900	IDENTICAL
173379	78206	IDENTICAL
173379	758414	IDENTICAL
173379	76363	IDENTICAL
758414	169900	IDENTICAL
758414	78206	IDENTICAL
758414	173379	IDENTICAL
758414	76363	IDENTICAL
76363	169900	IDENTICAL
76363	78206	IDENTICAL
76363	173379	IDENTICAL
76363	758414	IDENTICAL
170144	170142	IDENTICAL
170144	170123	IDENTICAL
170142	170144	IDENTICAL
170142	170123	IDENTICAL
170123	170144	IDENTICAL
170123	170142	IDENTICAL
186160	253263	IDENTICAL
253263	186160	IDENTICAL
186308	221659	IDENTICAL
221659	186308	IDENTICAL
186564	84737	IDENTICAL
84737	186564	IDENTICAL
186644	84727	IDENTICAL
84727	186644	IDENTICAL
187132	227973	IDENTICAL
227973	187132	IDENTICAL
201088	408766	IDENTICAL
408766	201088	IDENTICAL
201508	2565269	IDENTICAL
2565269	201508	IDENTICAL
215784	216825	IDENTICAL
216825	215784	IDENTICAL
215852	216827	IDENTICAL
216827	215852	IDENTICAL
171856	171855	IDENTICAL
171855	171856	IDENTICAL
172168	130062	IDENTICAL
130062	172168	IDENTICAL
172316	172313	IDENTICAL
172313	172316	IDENTICAL
172340	279023	IDENTICAL
279023	172340	IDENTICAL
172372	215456	IDENTICAL
215456	172372	IDENTICAL
172492	255914	IDENTICAL
255914	172492	IDENTICAL
172600	131915	IDENTICAL
131915	172600	IDENTICAL
187228	35015	IDENTICAL
35015	187228	IDENTICAL
187620	54239	IDENTICAL
54239	187620	IDENTICAL
187636	187617	IDENTICAL
187617	187636	IDENTICAL
187672	8665	IDENTICAL
8665	187672	IDENTICAL
187932	108146	IDENTICAL
108146	187932	IDENTICAL
188100	237335	IDENTICAL
237335	188100	IDENTICAL
188240	186087	IDENTICAL
186087	188240	IDENTICAL
188284	8915	IDENTICAL
8915	188284	IDENTICAL
202196	654127	IDENTICAL
654127	202196	IDENTICAL
202372	158222	IDENTICAL
158222	202372	IDENTICAL
202380	86673	IDENTICAL
86673	202380	IDENTICAL
202620	22534	IDENTICAL
22534	202620	IDENTICAL
170236	179642	IDENTICAL
170236	170106	IDENTICAL
179642	170236	IDENTICAL
179642	170106	IDENTICAL
170106	170236	IDENTICAL
170106	179642	IDENTICAL
170284	18939	IDENTICAL
18939	170284	IDENTICAL
170328	52680	IDENTICAL
52680	170328	IDENTICAL
170364	286160	IDENTICAL
286160	170364	IDENTICAL
170632	680497	IDENTICAL
680497	170632	IDENTICAL
170984	757854	IDENTICAL
757854	170984	IDENTICAL
171160	171161	IDENTICAL
171161	171160	IDENTICAL
188852	239823	IDENTICAL
239823	188852	IDENTICAL
203336	86779	IDENTICAL
86779	203336	IDENTICAL
203600	227727	IDENTICAL
227727	203600	IDENTICAL
203620	221673	IDENTICAL
221673	203620	IDENTICAL
203792	186898	IDENTICAL
203792	89598	IDENTICAL
203792	89654	IDENTICAL
186898	203792	IDENTICAL
186898	89598	IDENTICAL
186898	89654	IDENTICAL
89598	203792	IDENTICAL
89598	186898	IDENTICAL
89598	89654	IDENTICAL
89654	203792	IDENTICAL
89654	186898	IDENTICAL
89654	89598	IDENTICAL
203820	333490	IDENTICAL
203820	118011	IDENTICAL
203820	203453	IDENTICAL
333490	203820	IDENTICAL
333490	118011	IDENTICAL
333490	203453	IDENTICAL
118011	203820	IDENTICAL
118011	333490	IDENTICAL
118011	203453	IDENTICAL
203453	203820	IDENTICAL
203453	333490	IDENTICAL
203453	118011	IDENTICAL
218244	2580346	IDENTICAL
2580346	218244	IDENTICAL
218388	516382	IDENTICAL
516382	218388	IDENTICAL
173112	124689	IDENTICAL
124689	173112	IDENTICAL
173296	184435	IDENTICAL
173296	2582914	IDENTICAL
184435	173296	IDENTICAL
184435	2582914	IDENTICAL
2582914	173296	IDENTICAL
2582914	184435	IDENTICAL
173364	223533	IDENTICAL
173364	218086	IDENTICAL
223533	173364	IDENTICAL
223533	218086	IDENTICAL
218086	173364	IDENTICAL
218086	223533	IDENTICAL
173476	135212	IDENTICAL
135212	173476	IDENTICAL
189636	35235	IDENTICAL
35235	189636	IDENTICAL
189936	280600	IDENTICAL
189936	207844	IDENTICAL
280600	189936	IDENTICAL
280600	207844	IDENTICAL
207844	189936	IDENTICAL
207844	280600	IDENTICAL
190364	2564844	IDENTICAL
2564844	190364	IDENTICAL
204460	2592243	IDENTICAL
2592243	204460	IDENTICAL
219052	68682	IDENTICAL
68682	219052	IDENTICAL
219400	152491	IDENTICAL
152491	219400	IDENTICAL
219480	90003	IDENTICAL
90003	219480	IDENTICAL
219536	184001	IDENTICAL
184001	219536	IDENTICAL
219816	210274	IDENTICAL
210274	219816	IDENTICAL
173844	173842	IDENTICAL
173844	173843	IDENTICAL
173842	173844	IDENTICAL
173842	173843	IDENTICAL
173843	173844	IDENTICAL
173843	173842	IDENTICAL
173852	173853	IDENTICAL
173853	173852	IDENTICAL
173952	173951	IDENTICAL
173951	173952	IDENTICAL
174024	51782	IDENTICAL
51782	174024	IDENTICAL
174056	79210	IDENTICAL
79210	174056	IDENTICAL
174112	170851	IDENTICAL
170851	174112	IDENTICAL
174596	135459	IDENTICAL
135459	174596	IDENTICAL
174848	2562208	IDENTICAL
2562208	174848	IDENTICAL
248720	35281	IDENTICAL
35281	248720	IDENTICAL
248804	2566644	IDENTICAL
2566644	248804	IDENTICAL
248872	93130	IDENTICAL
93130	248872	IDENTICAL
248952	248310	IDENTICAL
248310	248952	IDENTICAL
249004	148855	IDENTICAL
249004	688858	IDENTICAL
249004	633603	IDENTICAL
249004	287459	IDENTICAL
249004	20258	IDENTICAL
249004	283263	IDENTICAL
249004	148861	IDENTICAL
148855	249004	IDENTICAL
148855	688858	IDENTICAL
148855	633603	IDENTICAL
148855	287459	IDENTICAL
148855	20258	IDENTICAL
148855	283263	IDENTICAL
148855	148861	IDENTICAL
688858	249004	IDENTICAL
688858	148855	IDENTICAL
688858	633603	IDENTICAL
688858	287459	IDENTICAL
688858	20258	IDENTICAL
688858	283263	IDENTICAL
688858	148861	IDENTICAL
633603	249004	IDENTICAL
633603	148855	IDENTICAL
633603	688858	IDENTICAL
633603	287459	IDENTICAL
633603	20258	IDENTICAL
633603	283263	IDENTICAL
633603	148861	IDENTICAL
287459	249004	IDENTICAL
287459	148855	IDENTICAL
287459	688858	IDENTICAL
287459	633603	IDENTICAL
287459	20258	IDENTICAL
287459	283263	IDENTICAL
287459	148861	IDENTICAL
20258	249004	IDENTICAL
20258	148855	IDENTICAL
20258	688858	IDENTICAL
20258	633603	IDENTICAL
20258	287459	IDENTICAL
20258	283263	IDENTICAL
20258	148861	IDENTICAL
283263	249004	IDENTICAL
283263	148855	IDENTICAL
283263	688858	IDENTICAL
283263	633603	IDENTICAL
283263	287459	IDENTICAL
283263	20258	IDENTICAL
283263	148861	IDENTICAL
148861	249004	IDENTICAL
148861	148855	IDENTICAL
148861	688858	IDENTICAL
148861	633603	IDENTICAL
148861	287459	IDENTICAL
148861	20258	IDENTICAL
148861	283263	IDENTICAL
262648	304684	IDENTICAL
262648	257453	IDENTICAL
262648	272705	IDENTICAL
262648	359653	IDENTICAL
262648	304685	IDENTICAL
262648	262647	IDENTICAL
262648	112758	IDENTICAL
262648	257454	IDENTICAL
262648	169533	IDENTICAL
262648	262199	IDENTICAL
262648	262198	IDENTICAL
262648	262200	IDENTICAL
262648	262649	IDENTICAL
262648	269020	IDENTICAL
262648	273442	IDENTICAL
262648	272706	IDENTICAL
304684	262648	IDENTICAL
304684	257453	IDENTICAL
304684	272705	IDENTICAL
304684	359653	IDENTICAL
304684	304685	IDENTICAL
304684	262647	IDENTICAL
304684	112758	IDENTICAL
304684	257454	IDENTICAL
304684	169533	IDENTICAL
304684	262199	IDENTICAL
304684	262198	IDENTICAL
304684	262200	IDENTICAL
304684	262649	IDENTICAL
304684	269020	IDENTICAL
304684	273442	IDENTICAL
304684	272706	IDENTICAL
257453	262648	IDENTICAL
257453	304684	IDENTICAL
257453	272705	IDENTICAL
257453	359653	IDENTICAL
257453	304685	IDENTICAL
257453	262647	IDENTICAL
257453	112758	IDENTICAL
257453	257454	IDENTICAL
257453	169533	IDENTICAL
257453	262199	IDENTICAL
257453	262198	IDENTICAL
257453	262200	IDENTICAL
257453	262649	IDENTICAL
257453	269020	IDENTICAL
257453	273442	IDENTICAL
257453	272706	IDENTICAL
272705	262648	IDENTICAL
272705	304684	IDENTICAL
272705	257453	IDENTICAL
272705	359653	IDENTICAL
272705	304685	IDENTICAL
272705	262647	IDENTICAL
272705	112758	IDENTICAL
272705	257454	IDENTICAL
272705	169533	IDENTICAL
272705	262199	IDENTICAL
272705	262198	IDENTICAL
272705	262200	IDENTICAL
272705	262649	IDENTICAL
272705	269020	IDENTICAL
272705	273442	IDENTICAL
272705	272706	IDENTICAL
359653	262648	IDENTICAL
359653	304684	IDENTICAL
359653	257453	IDENTICAL
359653	272705	IDENTICAL
359653	304685	IDENTICAL
359653	262647	IDENTICAL
359653	112758	IDENTICAL
359653	257454	IDENTICAL
359653	169533	IDENTICAL
359653	262199	IDENTICAL
359653	262198	IDENTICAL
359653	262200	IDENTICAL
359653	262649	IDENTICAL
359653	269020	IDENTICAL
359653	273442	IDENTICAL
359653	272706	IDENTICAL
304685	262648	IDENTICAL
304685	304684	IDENTICAL
304685	257453	IDENTICAL
304685	272705	IDENTICAL
304685	359653	IDENTICAL
304685	262647	IDENTICAL
304685	112758	IDENTICAL
304685	257454	IDENTICAL
304685	169533	IDENTICAL
304685	262199	IDENTICAL
304685	262198	IDENTICAL
304685	262200	IDENTICAL
304685	262649	IDENTICAL
304685	269020	IDENTICAL
304685	273442	IDENTICAL
304685	272706	IDENTICAL
262647	262648	IDENTICAL
262647	304684	IDENTICAL
262647	257453	IDENTICAL
262647	272705	IDENTICAL
262647	359653	IDENTICAL
262647	304685	IDENTICAL
262647	112758	IDENTICAL
262647	257454	IDENTICAL
262647	169533	IDENTICAL
262647	262199	IDENTICAL
262647	262198	IDENTICAL
262647	262200	IDENTICAL
262647	262649	IDENTICAL
262647	269020	IDENTICAL
262647	273442	IDENTICAL
262647	272706	IDENTICAL
112758	262648	IDENTICAL
112758	304684	IDENTICAL
112758	257453	IDENTICAL
112758	272705	IDENTICAL
112758	359653	IDENTICAL
112758	304685	IDENTICAL
112758	262647	IDENTICAL
112758	257454	IDENTICAL
112758	169533	IDENTICAL
112758	262199	IDENTICAL
112758	262198	IDENTICAL
112758	262200	IDENTICAL
112758	262649	IDENTICAL
112758	269020	IDENTICAL
112758	273442	IDENTICAL
112758	272706	IDENTICAL
257454	262648	IDENTICAL
257454	304684	IDENTICAL
257454	257453	IDENTICAL
257454	272705	IDENTICAL
257454	359653	IDENTICAL
257454	304685	IDENTICAL
257454	262647	IDENTICAL
257454	112758	IDENTICAL
257454	169533	IDENTICAL
257454	262199	IDENTICAL
257454	262198	IDENTICAL
257454	262200	IDENTICAL
257454	262649	IDENTICAL
257454	269020	IDENTICAL
257454	273442	IDENTICAL
257454	272706	IDENTICAL
169533	262648	IDENTICAL
169533	304684	IDENTICAL
169533	257453	IDENTICAL
169533	272705	IDENTICAL
169533	359653	IDENTICAL
169533	304685	IDENTICAL
169533	262647	IDENTICAL
169533	112758	IDENTICAL
169533	257454	IDENTICAL
169533	262199	IDENTICAL
169533	262198	IDENTICAL
169533	262200	IDENTICAL
169533	262649	IDENTICAL
169533	269020	IDENTICAL
169533	273442	IDENTICAL
169533	272706	IDENTICAL
262199	262648	IDENTICAL
262199	304684	IDENTICAL
262199	257453	IDENTICAL
262199	272705	IDENTICAL
262199	359653	IDENTICAL
262199	304685	IDENTICAL
262199	262647	IDENTICAL
262199	112758	IDENTICAL
262199	257454	IDENTICAL
262199	169533	IDENTICAL
262199	262198	IDENTICAL
262199	262200	IDENTICAL
262199	262649	IDENTICAL
262199	269020	IDENTICAL
262199	273442	IDENTICAL
262199	272706	IDENTICAL
262198	262648	IDENTICAL
262198	304684	IDENTICAL
262198	257453	IDENTICAL
262198	272705	IDENTICAL
262198	359653	IDENTICAL
262198	304685	IDENTICAL
262198	262647	IDENTICAL
262198	112758	IDENTICAL
262198	257454	IDENTICAL
262198	169533	IDENTICAL
262198	262199	IDENTICAL
262198	262200	IDENTICAL
262198	262649	IDENTICAL
262198	269020	IDENTICAL
262198	273442	IDENTICAL
262198	272706	IDENTICAL
262200	262648	IDENTICAL
262200	304684	IDENTICAL
262200	257453	IDENTICAL
262200	272705	IDENTICAL
262200	359653	IDENTICAL
262200	304685	IDENTICAL
262200	262647	IDENTICAL
262200	112758	IDENTICAL
262200	257454	IDENTICAL
262200	169533	IDENTICAL
262200	262199	IDENTICAL
262200	262198	IDENTICAL
262200	262649	IDENTICAL
262200	269020	IDENTICAL
262200	273442	IDENTICAL
262200	272706	IDENTICAL
262649	262648	IDENTICAL
262649	304684	IDENTICAL
262649	257453	IDENTICAL
262649	272705	IDENTICAL
262649	359653	IDENTICAL
262649	304685	IDENTICAL
262649	262647	IDENTICAL
262649	112758	IDENTICAL
262649	257454	IDENTICAL
262649	169533	IDENTICAL
262649	262199	IDENTICAL
262649	262198	IDENTICAL
262649	262200	IDENTICAL
262649	269020	IDENTICAL
262649	273442	IDENTICAL
262649	272706	IDENTICAL
269020	262648	IDENTICAL
269020	304684	IDENTICAL
269020	257453	IDENTICAL
269020	272705	IDENTICAL
269020	359653	IDENTICAL
269020	304685	IDENTICAL
269020	262647	IDENTICAL
269020	112758	IDENTICAL
